                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1895.09       4.82       0.20       0.23       6.85    1895.71       3.55     163.83       6.63       7.73      18.20
     1895.1       4.75       0.19       0.24       6.85    1895.79       3.57     161.45       6.57       7.99      17.94
    1895.11       4.59       0.19       0.24       6.85    1895.87       3.58     156.02       6.52       8.24      17.34
    1895.12       4.32       0.19       0.25       6.76    1895.96       3.59     148.91       6.55       8.62      16.55
    1896.01       4.27       0.19       0.25       6.66    1896.04       3.60     149.29       6.61       8.62      16.58
    1896.02       4.45       0.19       0.24       6.57    1896.12       3.58     157.83       6.68       8.63      17.52
    1896.03       4.38       0.19       0.24       6.57    1896.21       3.57     155.35       6.65       8.51      17.23
    1896.04       4.42       0.19       0.24       6.47    1896.29       3.55     159.07       6.72       8.52      17.64
    1896.05       4.40       0.19       0.23       6.37    1896.37       3.53     160.72       6.79       8.52      17.83
    1896.06       4.32       0.19       0.23       6.28    1896.46       3.52     160.19       6.86       8.53      17.78
    1896.07       4.04       0.18       0.23       6.28    1896.54       3.50     149.80       6.83       8.41      16.64
    1896.08       3.81       0.18       0.22       6.28    1896.62       3.48     141.28       6.80       8.28      15.70
    1896.09       4.01       0.18       0.22       6.28    1896.71       3.47     148.69       6.77       8.16      16.54
     1896.1       4.10       0.18       0.22       6.47    1896.79       3.45     147.56       6.54       7.80      16.44
    1896.11       4.38       0.18       0.21       6.66    1896.87       3.43     153.13       6.32       7.46      17.09
    1896.12       4.22       0.18       0.21       6.66    1896.96       3.42     147.54       6.29       7.34      16.50
    1897.01       4.22       0.18       0.22       6.47    1897.04       3.40     151.88       6.48       7.86      17.03
    1897.02       4.18       0.18       0.23       6.47    1897.12       3.40     150.44       6.48       8.16      16.89
    1897.03       4.19       0.18       0.24       6.47    1897.21       3.39     150.80       6.48       8.46      16.96
    1897.04       4.06       0.18       0.24       6.37    1897.29       3.39     148.30       6.57       8.89      16.70
    1897.05       4.08       0.18       0.25       6.28    1897.37       3.38     151.29       6.67       9.33      17.05
    1897.06       4.27       0.18       0.26       6.28    1897.46       3.38     158.33       6.67       9.64      17.85
    1897.07       4.46       0.18       0.27       6.28    1897.54       3.38     165.38       6.67       9.95      18.65
    1897.08       4.75       0.18       0.28       6.57    1897.62       3.37     168.47       6.38       9.81      19.01
    1897.09       4.98       0.18       0.29       6.76    1897.71       3.37     171.66       6.20       9.82      19.37
     1897.1       4.82       0.18       0.29       6.66    1897.79       3.36     168.51       6.29      10.25      19.03
    1897.11       4.65       0.18       0.30       6.66    1897.87       3.36     162.57       6.29      10.55      18.36
    1897.12       4.75       0.18       0.31       6.66    1897.96       3.35     166.07       6.29      10.84      18.75
    1898.01       4.88       0.18       0.31       6.66    1898.04       3.35     170.61       6.35      10.95      19.25
    1898.02       4.87       0.18       0.32       6.76    1898.12       3.33     167.86       6.32      10.92      18.92
    1898.03       4.65       0.19       0.32       6.76    1898.21       3.31     160.28       6.38      11.03      18.04
    1898.04       4.57       0.19       0.32       6.76    1898.29       3.29     157.52       6.44      11.14      17.71
    1898.05       4.87       0.19       0.33       7.23    1898.37       3.27     156.82       6.06      10.52      17.60
    1898.06       5.06       0.19       0.33       6.76    1898.46       3.25     174.41       6.55      11.37      19.54
    1898.07       5.08       0.19       0.33       6.66    1898.54       3.23     177.60       6.70      11.65      19.86
    1898.08       5.27       0.19       0.34       6.66    1898.62       3.20     184.25       6.76      11.77      20.54
    1898.09       5.26       0.20       0.34       6.66    1898.71       3.18     183.90       6.82      11.89      20.44
     1898.1       5.15       0.20       0.34       6.66    1898.79       3.16     180.05       6.88      12.00      19.95
    1898.11       5.32       0.20       0.35       6.66    1898.87       3.14     185.99       6.93      12.12      20.53
    1898.12       5.65       0.20       0.35       6.76    1898.96       3.12     194.75       6.89      12.06      21.40
    1899.01       6.08       0.20       0.36       6.76    1899.04       3.10     209.57       6.92      12.44      22.93
    1899.02       6.31       0.20       0.37       6.95    1899.12       3.10     211.54       6.76      12.46      23.05
    1899.03       6.40       0.20       0.38       6.95    1899.21       3.11     214.56       6.79      12.82      23.28
    1899.04       6.48       0.20       0.39       7.04    1899.29       3.11     214.30       6.72      13.01      23.15
    1899.05       6.21       0.20       0.40       7.04    1899.37       3.12     205.37       6.75      13.37      22.09
    1899.06       6.07       0.21       0.42       7.14    1899.46       3.12     198.07       6.69      13.54      21.21
    1899.07       6.28       0.21       0.43       7.23    1899.54       3.13     202.22       6.63      13.71      21.56
    1899.08       6.44       0.21       0.44       7.33    1899.62       3.13     204.68       6.57      13.88      21.73
    1899.09       6.37       0.21       0.45       7.61    1899.71       3.13     194.87       6.35      13.69      20.59
     1899.1       6.34       0.21       0.46       7.71    1899.79       3.14     191.55       6.29      13.85      20.15
    1899.11       6.46       0.21       0.47       7.80    1899.87       3.14     192.80       6.24      14.00      20.20
    1899.12       6.02       0.21       0.48       7.90    1899.96       3.15     177.50       6.19      14.15      18.51
    1900.01       6.10       0.22       0.48       7.90    1900.04       3.15     179.86       6.41      14.15      18.67
    1900.02       6.21       0.23       0.48       7.99    1900.12       3.15     180.93       6.56      13.98      18.70
    1900.03       6.26       0.23       0.48       7.99    1900.21       3.14     182.38       6.77      13.98      18.78
    1900.04       6.34       0.24       0.48       7.99    1900.29       3.14     184.71       6.99      13.98      18.94
    1900.05       6.04       0.25       0.48       7.80    1900.37       3.13     180.26       7.39      14.33      18.40
    1900.06       5.86       0.26       0.48       7.71    1900.46       3.13     177.05       7.70      14.50      17.99
    1900.07       5.86       0.26       0.48       7.80    1900.54       3.13     174.89       7.83      14.33      17.69
    1900.08       5.94       0.27       0.48       7.71    1900.62       3.12     179.47       8.16      14.50      18.07
    1900.09       5.80       0.28       0.48       7.80    1900.71       3.12     173.10       8.28      14.33      17.34
     1900.1       6.01       0.29       0.48       7.71    1900.79       3.11     181.58       8.61      14.50      18.10
    1900.11       6.48       0.29       0.48       7.71    1900.87       3.11     195.78       8.84      14.50      19.42
    1900.12       6.87       0.30       0.48       7.61    1900.96       3.10     210.16       9.18      14.68      20.74
    1901.01       7.07       0.30       0.48       7.71    1901.04       3.10     213.61       9.12      14.55      20.98
    1901.02       7.25       0.30       0.48       7.61    1901.12       3.11     221.79       9.28      14.78      21.68
    1901.03       7.51       0.31       0.49       7.61    1901.21       3.11     229.74       9.33      14.84      22.35
    1901.04       8.14       0.31       0.49       7.52    1901.29       3.12     252.17       9.50      15.08      24.41
    1901.05       7.73       0.31       0.49       7.52    1901.37       3.13     239.46       9.55      15.13      23.06
    1901.06       8.50       0.31       0.49       7.52    1901.46       3.13     263.32       9.60      15.18      25.24
    1901.07       7.93       0.31       0.49       7.61    1901.54       3.14     242.59       9.54      15.04      23.14
