                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1907.07       8.14       0.42       0.70       9.23    1907.54       3.77     205.37      10.68      17.70      13.59
    1907.08       7.53       0.43       0.69       9.23    1907.62       3.79     189.98      10.77      17.49      12.51
    1907.09       7.45       0.43       0.69       9.23    1907.71       3.80     187.96      10.85      17.28      12.33
     1907.1       6.64       0.43       0.68       9.32    1907.79       3.82     165.82      10.82      16.90      10.83
    1907.11       6.25       0.44       0.67       8.94    1907.87       3.84     162.72      11.37      17.40      10.59
    1907.12       6.57       0.44       0.66       8.75    1907.96       3.85     174.77      11.70      17.56      11.33
    1908.01       6.85       0.44       0.65       8.66    1908.04       3.87     184.22      11.74      17.57      11.90
    1908.02       6.60       0.43       0.65       8.56    1908.12       3.86     179.47      11.78      17.59      11.55
    1908.03       6.87       0.43       0.64       8.56    1908.21       3.85     186.81      11.69      17.40      11.98
    1908.04       7.24       0.43       0.63       8.66    1908.29       3.84     194.71      11.48      17.03      12.45
    1908.05       7.63       0.42       0.63       8.66    1908.37       3.83     205.20      11.38      16.85      13.08
    1908.06       7.64       0.42       0.62       8.66    1908.46       3.82     205.47      11.30      16.67      13.05
    1908.07       7.92       0.42       0.61       8.75    1908.54       3.82     210.68      11.08      16.31      13.35
    1908.08       8.26       0.41       0.61       8.75    1908.62       3.81     219.72      10.99      16.14      13.88
    1908.09       8.17       0.41       0.60       8.75    1908.71       3.80     217.33      10.91      15.96      13.70
     1908.1       8.27       0.41       0.59       8.85    1908.79       3.79     217.63      10.70      15.61      13.69
    1908.11       8.83       0.40       0.59       8.94    1908.87       3.78     229.89      10.50      15.27      14.44
    1908.12       9.03       0.40       0.58       9.04    1908.96       3.77     232.62      10.30      14.94      14.58
    1909.01       9.06       0.40       0.60       8.94    1909.04       3.76     235.88      10.50      15.49      14.76
    1909.02       8.80       0.41       0.61       9.04    1909.12       3.77     226.70      10.48      15.71      14.17
    1909.03       8.92       0.41       0.63       9.04    1909.21       3.79     229.79      10.56      16.10      14.34
    1909.04       9.32       0.41       0.64       9.23    1909.29       3.80     235.14      10.43      16.15      14.65
    1909.05       9.63       0.42       0.66       9.32    1909.37       3.81     240.49      10.41      16.36      14.95
    1909.06       9.80       0.42       0.67       9.42    1909.46       3.82     242.26      10.38      16.56      15.04
    1909.07       9.94       0.42       0.69       9.42    1909.54       3.84     245.72      10.46      16.93      15.23
    1909.08      10.18       0.43       0.70       9.51    1909.62       3.85     249.13      10.44      17.13      15.42
    1909.09      10.19       0.43       0.72       9.61    1909.71       3.86     246.91      10.42      17.33      15.25
     1909.1      10.23       0.43       0.73       9.80    1909.79       3.87     243.07      10.30      17.34      14.99
    1909.11      10.18       0.44       0.75       9.90    1909.87       3.89     239.55      10.28      17.53      14.75
    1909.12      10.30       0.44       0.76       9.99    1909.96       3.90     240.07      10.26      17.71      14.75
    1910.01      10.08       0.44       0.76       9.90    1910.04       3.91     237.20      10.41      17.83      14.55
    1910.02       9.72       0.45       0.76       9.90    1910.12       3.92     228.73      10.47      17.77      14.00
    1910.03       9.96       0.45       0.75      10.09    1910.21       3.92     229.95      10.33      17.37      14.05
    1910.04       9.72       0.45       0.75      10.18    1910.29       3.93     222.32      10.29      17.15      13.56
    1910.05       9.56       0.45       0.75       9.99    1910.37       3.93     222.82      10.55      17.42      13.57
    1910.06       9.10       0.46       0.75       9.90    1910.46       3.94     214.14      10.71      17.53      13.02
    1910.07       8.64       0.46       0.74       9.90    1910.54       3.95     203.31      10.77      17.47      12.34
    1910.08       8.85       0.46       0.74       9.80    1910.62       3.95     210.28      10.93      17.58      12.75
    1910.09       8.91       0.46       0.74       9.70    1910.71       3.96     213.78      11.10      17.69      12.94
     1910.1       9.32       0.47       0.74       9.42    1910.79       3.96     230.39      11.49      18.17      13.92
    1910.11       9.31       0.47       0.73       9.23    1910.87       3.97     234.89      11.80      18.48      14.16
    1910.12       9.05       0.47       0.73       9.23    1910.96       3.97     228.33      11.86      18.42      13.74
    1911.01       9.27       0.47       0.72       9.23    1911.04       3.98     233.88      11.86      18.12      14.05
    1911.02       9.43       0.47       0.71       8.94    1911.12       3.98     245.51      12.24      18.40      14.72
    1911.03       9.32       0.47       0.70       9.04    1911.21       3.99     240.09      12.11      17.90      14.37
    1911.04       9.28       0.47       0.68       8.75    1911.29       3.99     246.86      12.50      18.18      14.75
    1911.05       9.48       0.47       0.67       8.75    1911.37       3.99     252.18      12.50      17.87      15.05
    1911.06       9.67       0.47       0.66       8.75    1911.46       3.99     257.23      12.50      17.56      15.33
    1911.07       9.63       0.47       0.65       8.85    1911.54       4.00     253.42      12.37      17.06      15.08
    1911.08       9.17       0.47       0.64       9.13    1911.62       4.00     233.77      11.98      16.23      13.90
    1911.09       8.67       0.47       0.63       9.23    1911.71       4.00     218.74      11.86      15.77      13.00
     1911.1       8.72       0.47       0.61       9.23    1911.79       4.00     220.01      11.86      15.47      13.07
    1911.11       9.07       0.47       0.60       9.13    1911.87       4.01     231.22      11.98      15.34      13.73
    1911.12       9.11       0.47       0.59       9.04    1911.96       4.01     234.68      12.11      15.20      13.93
    1912.01       9.12       0.47       0.60       9.13    1912.04       4.01     232.49      12.00      15.28      13.79
    1912.02       9.04       0.47       0.61       9.23    1912.12       4.05     228.08      11.90      15.35      13.53
    1912.03       9.30       0.47       0.62       9.42    1912.21       4.08     229.90      11.68      15.26      13.64
    1912.04       9.59       0.47       0.63       9.70    1912.29       4.12     230.09      11.36      15.04      13.65
    1912.05       9.58       0.47       0.64       9.70    1912.37       4.16     229.85      11.38      15.25      13.65
    1912.06       9.58       0.48       0.65       9.61    1912.46       4.19     232.13      11.51      15.63      13.79
    1912.07       9.59       0.48       0.65       9.61    1912.54       4.23     232.37      11.53      15.85      13.80
    1912.08       9.81       0.48       0.66       9.70    1912.62       4.27     235.37      11.44      15.91      13.98
    1912.09       9.86       0.48       0.67       9.80    1912.71       4.30     234.28      11.35      15.98      13.93
     1912.1       9.84       0.48       0.68       9.80    1912.79       4.34     233.80      11.36      16.20      13.91
    1912.11       9.73       0.48       0.69       9.80    1912.87       4.38     231.19      11.39      16.41      13.75
    1912.12       9.38       0.48       0.70       9.70    1912.96       4.41     225.06      11.52      16.80      13.39
    1913.01       9.30       0.48       0.69       9.80    1913.04       4.45     220.97      11.40      16.49      13.15
    1913.02       8.97       0.48       0.69       9.80    1913.12       4.43     213.13      11.40      16.35      12.68
    1913.03       8.80       0.48       0.68       9.80    1913.21       4.40     209.09      11.40      16.22      12.44
    1913.04       8.79       0.48       0.68       9.80    1913.29       4.38     208.85      11.40      16.08      12.43
    1913.05       8.55       0.48       0.67       9.70    1913.37       4.35     205.24      11.52      16.10      12.22
    1913.06       8.12       0.48       0.67       9.80    1913.46       4.33     192.93      11.40      15.80      11.49
    1913.07       8.23       0.48       0.66       9.90    1913.54       4.31     193.57      11.29      15.50      11.53
    1913.08       8.45       0.48       0.65       9.90    1913.62       4.28     198.75      11.29      15.37      11.85
    1913.09       8.53       0.48       0.65      10.00    1913.71       4.26     198.62      11.18      15.08      11.84
     1913.1       8.26       0.48       0.64      10.00    1913.79       4.23     192.33      11.18      14.94      11.47
    1913.11       8.05       0.48       0.64      10.10    1913.87       4.21     185.59      11.07      14.66      11.07
    1913.12       8.04       0.48       0.63      10.00    1913.96       4.18     187.21      11.18      14.67      11.17
    1914.01       8.37       0.48       0.62      10.00    1914.04       4.16     194.90      11.06      14.46      11.64
    1914.02       8.48       0.47       0.61       9.90    1914.12       4.17     199.45      11.05      14.39      11.91
    1914.03       8.32       0.47       0.60       9.90    1914.21       4.17     195.69      10.94      14.17      11.69
    1914.04       8.12       0.46       0.59       9.80    1914.29       4.18     192.93      10.93      14.10      11.52
    1914.05       8.17       0.46       0.58       9.90    1914.37       4.19     192.16      10.70      13.74      11.48
    1914.06       8.13       0.45       0.58       9.90    1914.46       4.19     191.22      10.58      13.52      11.43
    1914.07       7.68       0.45       0.57      10.00    1914.54       4.20     178.83      10.36      13.17      10.69
    1914.08       7.68       0.44       0.56      10.20    1914.62       4.21     175.32      10.04      12.71      10.49
    1914.09       7.68       0.44       0.55      10.20    1914.71       4.21     175.32       9.93      12.50      10.50
     1914.1       7.68       0.43       0.54      10.10    1914.79       4.22     177.06       9.91      12.41      10.61
    1914.11       7.68       0.43       0.53      10.20    1914.87       4.23     175.32       9.70      12.08      10.52
    1914.12       7.35       0.42       0.52      10.10    1914.96       4.23     169.45       9.68      11.99      10.17
    1915.01       7.48       0.42       0.55      10.10    1915.04       4.24     172.45       9.70      12.68      10.36
    1915.02       7.38       0.42       0.58      10.00    1915.12       4.22     171.84       9.82      13.51      10.33
    1915.03       7.57       0.42       0.61       9.90    1915.21       4.21     178.05       9.94      14.35      10.71
    1915.04       8.14       0.42       0.64      10.00    1915.29       4.19     189.54       9.86      14.90      11.40
    1915.05       7.95       0.42       0.67      10.10    1915.37       4.18     183.28       9.78      15.45      11.03
    1915.06       8.04       0.43       0.70      10.10    1915.46       4.16     185.36       9.80      16.14      11.15
    1915.07       8.01       0.43       0.73      10.10    1915.54       4.15     184.67       9.82      16.83      11.11
    1915.08       8.35       0.43       0.76      10.10    1915.62       4.13     192.50       9.84      17.52      11.58
    1915.09       8.66       0.43       0.79      10.10    1915.71       4.11     199.65       9.86      18.21      12.01
     1915.1       9.14       0.43       0.82      10.20    1915.79       4.10     208.65       9.78      18.72      12.55
    1915.11       9.46       0.43       0.85      10.30    1915.87       4.08     213.86       9.70      19.22      12.86
    1915.12       9.48       0.43       0.88      10.30    1915.96       4.07     214.31       9.72      19.89      12.88
    1916.01       9.33       0.44       0.93      10.40    1916.04       4.05     208.89       9.87      20.92      12.54
    1916.02       9.20       0.45       0.99      10.40    1916.12       4.07     205.98      10.11      22.13      12.35
    1916.03       9.17       0.46       1.04      10.50    1916.21       4.08     203.36      10.26      23.11      12.18
    1916.04       9.07       0.47       1.10      10.60    1916.29       4.10     199.24      10.40      24.10      11.91
    1916.05       9.27       0.48       1.15      10.70    1916.37       4.11     201.73      10.54      25.05      12.03
    1916.06       9.36       0.50       1.21      10.80    1916.46       4.13     201.80      10.67      25.98      12.00
    1916.07       9.23       0.51       1.26      10.80    1916.54       4.14     199.00      10.91      27.14      11.79
    1916.08       9.30       0.52       1.31      10.90    1916.62       4.16     198.67      11.04      28.05      11.73
    1916.09       9.68       0.53       1.37      11.10    1916.71       4.17     203.06      11.07      28.70      11.94
     1916.1       9.98       0.54       1.42      11.30    1916.79       4.19     205.65      11.09      29.30      12.05
    1916.11      10.21       0.55       1.48      11.50    1916.87       4.20     206.73      11.12      29.89      12.05
    1916.12       9.80       0.56       1.53      11.60    1916.96       4.22     196.72      11.24      30.71      11.41
    1917.01       9.57       0.57       1.51      11.70    1917.04       4.23     190.46      11.36      30.03      10.99
    1917.02       9.03       0.58       1.49      12.00    1917.12       4.26     175.22      11.29      28.87      10.06
    1917.03       9.31       0.59       1.47      12.00    1917.21       4.29     180.65      11.50      28.49      10.33
    1917.04       9.17       0.60       1.45      12.60    1917.29       4.32     169.46      11.15      26.74       9.64
    1917.05       8.86       0.61       1.43      12.80    1917.37       4.34     161.18      11.17      25.94       9.14
    1917.06       9.04       0.63       1.41      13.00    1917.46       4.37     161.92      11.19      25.17       9.15
    1917.07       8.79       0.64       1.38      12.80    1917.54       4.40     159.90      11.57      25.18       9.00
    1917.08       8.53       0.65       1.36      13.00    1917.62       4.43     152.79      11.58      24.41       8.57
    1917.09       8.12       0.66       1.34      13.30    1917.71       4.46     142.16      11.51      23.51       7.95
     1917.1       7.68       0.67       1.32      13.50    1917.79       4.49     132.47      11.53      22.80       7.39
    1917.11       7.04       0.68       1.30      13.50    1917.87       4.51     121.43      11.71      22.44       6.75
    1917.12       6.80       0.69       1.28      13.70    1917.96       4.54     115.58      11.73      21.76       6.41
    1918.01       7.21       0.68       1.26      14.00    1918.04       4.57     119.92      11.31      20.89       6.64
    1918.02       7.43       0.67       1.23      14.10    1918.12       4.56     122.70      11.06      20.35       6.78
    1918.03       7.28       0.66       1.21      14.00    1918.21       4.56     121.08      10.98      20.09       6.69
    1918.04       7.21       0.65       1.18      14.20    1918.29       4.55     118.23      10.66      19.40       6.52
    1918.05       7.44       0.64       1.16      14.50    1918.37       4.55     119.48      10.28      18.61       6.58
    1918.06       7.45       0.63       1.14      14.70    1918.46       4.54     118.01       9.98      17.98       6.50
    1918.07       7.51       0.62       1.11      15.10    1918.54       4.54     115.81       9.56      17.13       6.37
    1918.08       7.58       0.61       1.09      15.40    1918.62       4.53     114.61       9.22      16.44       6.30
    1918.09       7.54       0.60       1.06      15.70    1918.71       4.52     111.83       8.90      15.77       6.15
     1918.1       7.86       0.59       1.04      16.00    1918.79       4.52     114.39       8.59      15.11       6.29
    1918.11       8.06       0.58       1.01      16.30    1918.87       4.51     115.14       8.29      14.49       6.33
    1918.12       7.90       0.57       0.99      16.50    1918.96       4.51     111.49       8.04      13.97       6.13
    1919.01       7.85       0.57       0.99      16.50    1919.04       4.50     110.78       8.00      13.90       6.10
    1919.02       7.88       0.56       0.98      16.20    1919.12       4.54     113.26       8.10      14.09       6.24
    1919.03       8.12       0.56       0.98      16.40    1919.21       4.58     115.29       7.95      13.84       6.36
    1919.04       8.39       0.56       0.97      16.70    1919.29       4.62     116.98       7.76      13.52       6.46
    1919.05       8.97       0.55       0.97      16.90    1919.37       4.66     123.59       7.62      13.30       6.83
    1919.06       9.21       0.55       0.96      16.90    1919.46       4.70     126.90       7.58      13.23       7.02
    1919.07       9.51       0.55       0.96      17.40    1919.54       4.74     127.26       7.32      12.78       7.05
    1919.08       8.87       0.54       0.95      17.70    1919.62       4.77     116.69       7.15      12.50       6.48
    1919.09       9.01       0.54       0.95      17.80    1919.71       4.81     117.86       7.06      12.36       6.56
     1919.1       9.47       0.54       0.94      18.10    1919.79       4.85     121.83       6.90      12.09       6.79
    1919.11       9.19       0.53       0.94      18.50    1919.87       4.89     115.67       6.71      11.77       6.47
    1919.12       8.92       0.53       0.93      18.90    1919.96       4.93     109.90       6.53      11.46       6.16
    1920.01       8.83       0.53       0.92      19.30    1920.04       4.97     106.53       6.37      11.09       5.99
    1920.02       8.10       0.53       0.91      19.50    1920.12       4.98      96.72       6.29      10.85       5.46
    1920.03       8.67       0.53       0.90      19.70    1920.21       4.99     102.48       6.21      10.61       5.80
    1920.04       8.60       0.52       0.89      20.30    1920.29       5.00      98.65       6.00      10.17       5.60
    1920.05       8.06       0.52       0.88      20.60    1920.37       5.01      91.11       5.90       9.90       5.19
    1920.06       7.92       0.52       0.87      20.90    1920.46       5.02      88.24       5.79       9.64       5.04
    1920.07       7.91       0.52       0.85      20.80    1920.54       5.03      88.55       5.80       9.56       5.08
    1920.08       7.60       0.52       0.84      20.30    1920.62       5.04      87.18       5.93       9.67       5.02
    1920.09       7.87       0.52       0.83      20.00    1920.71       5.05      91.63       6.00       9.69       5.30
     1920.1       7.88       0.51       0.82      19.90    1920.79       5.06      92.20       6.01       9.61       5.35
    1920.11       7.48       0.51       0.81      19.80    1920.87       5.07      87.97       6.02       9.54       5.13
    1920.12       6.81       0.51       0.80      19.40    1920.96       5.08      81.74       6.12       9.60       4.78
    1921.01       7.11       0.51       0.76      19.00    1921.04       5.09      87.13       6.20       9.28       5.12
    1921.02       7.06       0.50       0.72      18.40    1921.12       5.02      89.34       6.35       9.05       5.27
    1921.03       6.88       0.50       0.67      18.30    1921.21       4.96      87.54       6.33       8.56       5.19
    1921.04       6.91       0.49       0.63      18.10    1921.29       4.89      88.89       6.35       8.10       5.30
    1921.05       7.12       0.49       0.59      17.70    1921.37       4.83      93.67       6.44       7.73       5.61
    1921.06       6.55       0.49       0.55      17.60    1921.46       4.76      86.66       6.42       7.21       5.22
    1921.07       6.53       0.48       0.50      17.70    1921.54       4.70      85.90       6.33       6.61       5.20
    1921.08       6.45       0.48       0.46      17.70    1921.62       4.63      84.85       6.27       6.05       5.16
    1921.09       6.61       0.47       0.42      17.50    1921.71       4.56      87.95       6.29       5.56       5.38
     1921.1       6.70       0.47       0.38      17.50    1921.79       4.50      89.15       6.23       4.99       5.48
    1921.11       7.06       0.46       0.33      17.40    1921.87       4.43      94.48       6.21       4.45       5.84
    1921.12       7.31       0.46       0.29      17.30    1921.96       4.37      98.39       6.19       3.90       6.11
    1922.01       7.30       0.46       0.32      16.90    1922.04       4.30     100.58       6.40       4.45       6.29
    1922.02       7.46       0.47       0.36      16.90    1922.12       4.31     102.78       6.45       4.91       6.46
    1922.03       7.74       0.47       0.39      16.70    1922.21       4.31     107.92       6.59       5.44       6.82
    1922.04       8.21       0.48       0.42      16.70    1922.29       4.32     114.47       6.65       5.90       7.27
    1922.05       8.53       0.48       0.46      16.70    1922.37       4.32     118.93       6.70       6.37       7.59
    1922.06       8.45       0.49       0.49      16.70    1922.46       4.33     117.82       6.76       6.83       7.56
    1922.07       8.51       0.49       0.52      16.80    1922.54       4.33     117.95       6.78       7.25       7.60
    1922.08       8.83       0.49       0.56      16.60    1922.62       4.34     123.86       6.92       7.81       8.02
    1922.09       9.06       0.50       0.59      16.60    1922.71       4.34     127.09       6.98       8.28       8.27
     1922.1       9.26       0.50       0.62      16.70    1922.79       4.35     129.11       7.00       8.69       8.43
    1922.11       8.80       0.51       0.66      16.80    1922.87       4.35     121.97       7.01       9.10       8.00
    1922.12       8.78       0.51       0.69      16.90    1922.96       4.36     120.97       7.03       9.51       7.96
    1923.01       8.90       0.51       0.71      16.80    1923.04       4.36     123.36       7.09       9.90       8.15
    1923.02       9.28       0.51       0.74      16.80    1923.12       4.34     128.62       7.11      10.23       8.53
    1923.03       9.43       0.52       0.76      16.80    1923.21       4.31     130.70       7.14      10.57       8.70
    1923.04       9.10       0.52       0.79      16.90    1923.29       4.29     125.38       7.12      10.84       8.37
    1923.05       8.67       0.52       0.81      16.90    1923.37       4.26     119.46       7.14      11.17       8.00
    1923.06       8.34       0.52       0.84      17.00    1923.46       4.24     114.23       7.12      11.44       7.67
    1923.07       8.06       0.52       0.86      17.20    1923.54       4.21     109.11       7.06      11.63       7.35
    1923.08       8.10       0.52       0.88      17.10    1923.62       4.19     110.30       7.13      12.03       7.44
    1923.09       8.15       0.53       0.91      17.20    1923.71       4.16     110.33       7.11      12.29       7.46
     1923.1       8.03       0.53       0.93      17.30    1923.79       4.14     108.08       7.09      12.54       7.32
    1923.11       8.27       0.53       0.96      17.30    1923.87       4.11     111.31       7.11      12.86       7.55
    1923.12       8.55       0.53       0.98      17.30    1923.96       4.09     115.08       7.13      13.19       7.81
    1924.01       8.83       0.53       0.98      17.30    1924.04       4.06     118.85       7.16      13.13       8.07
    1924.02       8.87       0.53       0.97      17.20    1924.12       4.04     120.08       7.22      13.15       8.16
    1924.03       8.70       0.54       0.97      17.10    1924.21       4.03     118.47       7.29      13.17       8.06
    1924.04       8.50       0.54       0.96      17.00    1924.29       4.01     116.43       7.35      13.19       7.92
    1924.05       8.47       0.54       0.96      17.00    1924.37       3.99     116.01       7.37      13.14       7.90
    1924.06       8.63       0.54       0.96      17.00    1924.46       3.98     118.21       7.40      13.08       8.05
    1924.07       9.03       0.54       0.95      17.10    1924.54       3.96     122.96       7.38      12.95       8.38
    1924.08       9.34       0.54       0.95      17.00    1924.62       3.94     127.93       7.44      12.97       8.72
    1924.09       9.25       0.55       0.94      17.10    1924.71       3.93     125.96       7.42      12.83       8.58
     1924.1       9.13       0.55       0.94      17.20    1924.79       3.91     123.60       7.40      12.70       8.42
    1924.11       9.64       0.55       0.93      17.20    1924.87       3.89     130.50       7.42      12.65       8.89
    1924.12      10.16       0.55       0.93      17.30    1924.96       3.88     136.75       7.40      12.52       9.31
    1925.01      10.58       0.55       0.96      17.30    1925.04       3.86     142.40       7.46      12.88       9.69
    1925.02      10.67       0.56       0.98      17.20    1925.12       3.85     144.45       7.56      13.31       9.83
    1925.03      10.39       0.56       1.01      17.30    1925.21       3.83     139.84       7.57      13.59       9.52
    1925.04      10.28       0.57       1.04      17.20    1925.29       3.82     139.17       7.67      14.04       9.48
    1925.05      10.61       0.57       1.06      17.30    1925.37       3.80     142.81       7.68      14.31       9.73
    1925.06      10.80       0.58       1.09      17.50    1925.46       3.79     143.70       7.65      14.50       9.80
    1925.07      11.10       0.58       1.12      17.70    1925.54       3.77     146.02       7.62      14.69       9.96
    1925.08      11.25       0.58       1.14      17.70    1925.62       3.76     148.00       7.67      15.04      10.11
    1925.09      11.51       0.59       1.17      17.70    1925.71       3.74     151.42       7.73      15.39      10.36
     1925.1      11.89       0.59       1.20      17.70    1925.79       3.73     156.42       7.78      15.75      10.72
    1925.11      12.26       0.60       1.22      18.00    1925.87       3.71     158.60       7.71      15.82      10.89
    1925.12      12.46       0.60       1.25      17.90    1925.96       3.70     162.08       7.81      16.26      11.15
    1926.01      12.65       0.61       1.25      17.90    1926.04       3.68     164.56       7.90      16.25      11.34
    1926.02      12.67       0.62       1.25      17.90    1926.12       3.65     164.82       8.00      16.23      11.39
    1926.03      11.81       0.62       1.25      17.80    1926.21       3.62     154.49       8.14      16.33      10.71
    1926.04      11.48       0.63       1.25      17.90    1926.29       3.60     149.34       8.20      16.22      10.40
    1926.05      11.56       0.64       1.25      17.80    1926.37       3.57     151.22       8.34      16.30      10.58
    1926.06      12.11       0.65       1.25      17.70    1926.46       3.54     159.31       8.49      16.38      11.20
    1926.07      12.62       0.65       1.24      17.50    1926.54       3.51     167.92       8.68      16.55      11.87
    1926.08      13.12       0.66       1.24      17.40    1926.62       3.48     175.57       8.83      16.63      12.49
    1926.09      13.32       0.67       1.24      17.50    1926.71       3.45     177.23       8.88      16.53      12.69
     1926.1      13.02       0.68       1.24      17.60    1926.79       3.43     172.26       8.93      16.43      12.43
    1926.11      13.19       0.68       1.24      17.70    1926.87       3.40     173.52       8.98      16.33      12.62
    1926.12      13.49       0.69       1.24      17.70    1926.96       3.37     177.47       9.08      16.31      13.01
    1927.01      13.40       0.70       1.23      17.50    1927.04       3.34     178.30       9.27      16.35      13.19
    1927.02      13.66       0.70       1.22      17.40    1927.12       3.34     182.80       9.41      16.30      13.63
    1927.03      13.87       0.71       1.21      17.30    1927.21       3.34     186.68       9.56      16.26      14.03
    1927.04      14.21       0.72       1.20      17.30    1927.29       3.34     191.26       9.65      16.11      14.49
    1927.05      14.70       0.72       1.19      17.40    1927.37       3.34     196.72       9.68      15.87      15.00
    1927.06      14.89       0.73       1.18      17.60    1927.46       3.34     197.00       9.66      15.55      15.12
    1927.07      15.22       0.74       1.16      17.30    1927.54       3.34     204.85       9.92      15.67      15.82
    1927.08      16.03       0.74       1.15      17.20    1927.62       3.33     217.01      10.06      15.61      16.86
    1927.09      16.94       0.75       1.14      17.30    1927.71       3.33     228.00      10.09      15.38      17.82
     1927.1      16.68       0.76       1.13      17.40    1927.79       3.33     223.21      10.13      15.15      17.54
    1927.11      17.06       0.76       1.12      17.30    1927.87       3.33     229.62      10.27      15.09      18.13
    1927.12      17.46       0.77       1.11      17.30    1927.96       3.33     235.00      10.36      14.94      18.65
    1928.01      17.53       0.78       1.13      17.30    1928.04       3.33     235.95      10.45      15.25      18.81
    1928.02      17.32       0.78       1.16      17.10    1928.12       3.35     235.85      10.67      15.73      18.87
    1928.03      18.25       0.79       1.18      17.10    1928.21       3.38     248.51      10.76      16.03      19.94
    1928.04      19.40       0.80       1.20      17.10    1928.29       3.40     264.17      10.85      16.34      21.26
    1928.05      20.00       0.80       1.22      17.20    1928.37       3.42     270.76      10.87      16.54      21.83
    1928.06      19.02       0.81       1.25      17.10    1928.46       3.44     258.99      11.03      16.95      20.91
    1928.07      19.16       0.82       1.27      17.10    1928.54       3.47     260.90      11.12      17.27      21.08
    1928.08      19.78       0.82       1.29      17.10    1928.62       3.49     269.34      11.21      17.57      21.76
    1928.09      21.17       0.83       1.31      17.30    1928.71       3.51     284.94      11.17      17.66      23.00
     1928.1      21.60       0.84       1.34      17.20    1928.79       3.53     292.42      11.33      18.07      23.58
    1928.11      23.06       0.84       1.36      17.20    1928.87       3.56     312.18      11.42      18.37      25.12
    1928.12      23.15       0.85       1.38      17.10    1928.96       3.58     315.23      11.57      18.79      25.30
    1929.01      24.86       0.86       1.40      17.10    1929.04       3.60     338.52      11.71      19.05      27.08
    1929.02      24.99       0.87       1.42      17.10    1929.12       3.57     340.29      11.85      19.31      27.13
    1929.03      25.43       0.88       1.44      17.00    1929.21       3.55     348.32      12.05      19.70      27.68
    1929.04      25.28       0.89       1.46      16.90    1929.29       3.52     348.31      12.26      20.07      27.57
    1929.05      25.66       0.90       1.48      17.00    1929.37       3.50     351.47      12.33      20.22      27.70
    1929.06      26.15       0.91       1.50      17.10    1929.46       3.47     356.08      12.39      20.36      27.94
    1929.07      28.48       0.92       1.51      17.30    1929.54       3.45     383.33      12.38      20.38      29.93
    1929.08      30.10       0.93       1.53      17.30    1929.62       3.42     405.13      12.52      20.63      31.48
    1929.09      31.30       0.94       1.55      17.30    1929.71       3.39     421.28      12.65      20.89      32.56
     1929.1      27.99       0.95       1.57      17.30    1929.79       3.37     376.73      12.79      21.16      28.96
    1929.11      20.58       0.96       1.59      17.30    1929.87       3.34     277.00      12.92      21.41      21.17
    1929.12      21.40       0.97       1.61      17.20    1929.96       3.32     289.71      13.13      21.80      22.01
    1930.01      21.71       0.97       1.56      17.10    1930.04       3.29     295.62      13.22      21.20      22.31
    1930.02      23.07       0.97       1.50      17.00    1930.12       3.29     315.99      13.31      20.59      23.70
    1930.03      23.94       0.97       1.45      16.90    1930.21       3.30     329.85      13.40      19.98      24.59
    1930.04      25.46       0.97       1.40      17.00    1930.29       3.30     348.73      13.33      19.13      25.84
    1930.05      23.94       0.97       1.34      16.90    1930.37       3.31     329.85      13.42      18.50      24.31
    1930.06      21.52       0.98       1.29      16.80    1930.46       3.31     298.27      13.51      17.88      21.87
    1930.07      21.06       0.98       1.24      16.60    1930.54       3.32     295.41      13.69      17.35      21.55
    1930.08      20.79       0.98       1.18      16.50    1930.62       3.32     293.39      13.78      16.69      21.30
    1930.09      20.78       0.98       1.13      16.60    1930.71       3.32     291.48      13.71      15.85      21.07
     1930.1      17.92       0.98       1.08      16.50    1930.79       3.33     252.89      13.81      15.20      18.21
    1930.11      16.62       0.98       1.02      16.40    1930.87       3.33     235.97      13.90      14.52      16.94
    1930.12      15.51       0.98       0.97      16.10    1930.96       3.34     224.32      14.17      14.03      16.06
    1931.01      15.98       0.97       0.94      15.90    1931.04       3.34     234.02      14.16      13.77      16.71
    1931.02      17.20       0.95       0.91      15.70    1931.12       3.37     255.10      14.14      13.50      18.16
    1931.03      17.53       0.94       0.88      15.60    1931.21       3.40     261.66      14.03      13.14      18.58
    1931.04      15.86       0.93       0.85      15.50    1931.29       3.43     238.26      13.92      12.77      16.87
    1931.05      14.33       0.91       0.82      15.30    1931.37       3.45     218.09      13.90      12.48      15.40
    1931.06      13.87       0.90       0.79      15.10    1931.46       3.48     213.88      13.88      12.18      15.06
    1931.07      14.33       0.89       0.76      15.10    1931.54       3.51     220.98      13.67      11.72      15.52
    1931.08      13.90       0.87       0.73      15.10    1931.62       3.54     214.35      13.47      11.26      15.01
    1931.09      11.83       0.86       0.70      15.00    1931.71       3.57     183.64      13.35      10.87      12.82
     1931.1      10.25       0.85       0.67      14.90    1931.79       3.60     160.18      13.23      10.47      11.15
    1931.11      10.39       0.83       0.64      14.70    1931.87       3.62     164.58      13.20      10.14      11.42
    1931.12       8.44       0.82       0.61      14.60    1931.96       3.65     134.61      13.08       9.73       9.31
